I,Qc,Qd,Qdlin,T,Tdlin,V,dQdV,t,cycle
2.843432,0.000198937,0,0.000741482,31.342606,29.14390185,2.5508642,-0.080107683,0.010258333,88
2.915549727,0.000198937,0,0.000783984,31.342606,29.14045873,2.5627947,-0.073319918,0.010498333,88
2.987694273,0.000198937,0,0.000827485,31.342606,29.13722543,2.5737581,-0.063305992,0.010631667,88
3.059759182,0.000198937,0,0.000871933,31.342606,29.13429995,2.5839806,-0.051253943,0.010871667,88
3.167572909,0.000198937,0,0.000917277,31.342606,29.13178031,2.5980177,-0.037797999,0.011218333,88
3.275749,0.000198937,0,0.000963464,31.342606,29.1297645,2.6107693,-0.026386706,0.011485,88
3.384273727,0.000198937,0,0.001010443,31.342606,29.12834787,2.6222782,-0.017020064,0.011858333,88
3.527865818,0.000198937,0,0.001058203,31.342606,29.12753294,2.6360149,-0.009698072,0.012233333,88
3.599864818,0.000198937,0,0.001106784,31.324675,29.12720752,2.6467066,-0.004420731,0.012683333,88
3.600003545,0.000198937,0,0.001156225,31.324675,29.12725232,2.6569672,-0.00118804,0.013443333,88
3.600087636,0.000198937,0,0.001206568,31.324675,29.12754804,2.667388,0,0.01463,88
3.599883,0.000198937,0,0.001257855,31.324675,29.12797539,2.6774883,0,0.01639,88
3.599880364,0.000198937,0,0.001310126,31.324675,29.12841506,2.6877842,0,0.018976667,88
3.599950636,0.000198937,0,0.001363421,31.324675,29.12875168,2.6979389,0,0.022045,88
3.600090182,0.001225688,0,0.001417724,31.324675,29.12894484,2.7084255,0,0.025698333,88
3.600196,0.001225688,0,0.00147297,31.324675,29.12902145,2.7188005,0,0.029456667,88
3.600190727,0.001225688,0,0.001529093,31.324675,29.12901085,2.7290258,-0.001721946,0.033433333,88
3.599948909,0.001225688,0,0.001586028,31.324675,29.12894235,2.7393293,-0.005775322,0.037496667,88
3.600318182,0.001225688,0,0.001643709,31.324675,29.12884527,2.7493963,-0.012160128,0.041563333,88
3.600007818,0.002599284,0,0.001702069,31.324675,29.12874895,2.759656,-0.020876363,0.046096667,88
3.600724,0.002599284,0,0.001761058,31.324675,29.12868024,2.7698364,-0.031924029,0.050665,88
3.600376273,0.002599284,0,0.001820766,31.324675,29.12864377,2.7801676,-0.045303124,0.055543333,88
3.599921182,0.003539441,0,0.001881358,31.330767,29.12863234,2.7902431,-0.061013649,0.060498333,88
3.599915909,0.003539441,0,0.001942999,31.330767,29.12863864,2.8005867,-0.076813942,0.065685,88
3.600091909,0.003539441,0,0.002005855,31.330767,29.12865537,2.8106985,-0.092614235,0.071165,88
3.599631545,0.004639275,0,0.00207009,31.330767,29.12867522,2.8208017,-0.106692582,0.076861667,88
3.599939364,0.004639275,0,0.00213587,31.330767,29.12869089,2.8310671,-0.118439499,0.082765,88
3.600662364,0.004639275,0,0.002203316,31.330767,29.12869678,2.8412046,-0.127854987,0.089033333,88
3.599505818,0.005870301,0,0.002272355,31.330767,29.128695,2.8513212,-0.134939044,0.095685,88
3.600136182,0.005870301,0,0.002342857,31.330767,29.12868978,2.86164,-0.1395382,0.102473333,88
3.600181273,0.006812218,0,0.002414691,31.330767,29.12868538,2.8717623,-0.14115552,0.10975,88
3.600181273,0.006812218,0,0.00248773,31.335882,29.12868606,2.8717623,-0.139791002,0.109751667,88
3.600121455,0.006812218,0,0.002561843,31.335882,29.12869606,2.882,-0.137686309,0.117111667,88
3.599871727,0.006812218,0,0.002636901,31.335882,29.12871961,2.8923111,-0.13493121,0.125045,88
3.599790182,0.00834111,0,0.002712859,31.335882,29.12875577,2.9023123,-0.131525703,0.133046667,88
3.599524909,0.00834111,0,0.002789839,31.335882,29.12879324,2.9127092,-0.127469789,0.141665,88
3.600163,0.009475962,0,0.002867982,31.335882,29.12881949,2.9227161,-0.123135089,0.150433333,88
3.600075455,0.010083951,0,0.00294743,31.284323,29.12882195,2.9327526,-0.118800389,0.159326667,88
3.600053818,0.010083951,0,0.003028325,31.284323,29.12878808,2.9428091,-0.114619161,0.168953333,88
3.600072818,0.011314219,0,0.003110809,31.284323,29.12870533,2.9529305,-0.11108834,0.178806667,88
3.599774636,0.011314219,0,0.003195015,31.284323,29.12856314,2.9629602,-0.108207925,0.189038333,88
3.599915909,0.01275368,0,0.003280922,31.284323,29.12838447,2.9730787,-0.105977918,0.19988,88
3.600053818,0.013481808,0,0.003368381,31.18549,29.12822004,2.983243,-0.104398318,0.211101667,88
3.600036455,0.013481808,0,0.00345724,31.18549,29.12812144,2.9934998,-0.103686077,0.222795,88
3.599881273,0.015054492,0,0.003547346,31.18549,29.12814027,3.0036345,-0.103870221,0.235076667,88
3.600108364,0.015915943,0,0.003638547,31.18549,29.12832809,3.0136499,-0.104579129,0.247686667,88
3.600372818,0.016767995,0,0.003730691,31.169289,29.1287365,3.0238123,-0.105534015,0.260876667,88
3.600434364,0.016767995,0,0.003823673,31.169289,29.12940162,3.0338516,-0.10673488,0.274676667,88
3.600139636,0.0186291,0,0.003917665,31.169289,29.13027121,3.0439243,-0.108181723,0.288865,88
3.600013909,0.01961722,0,0.004012937,31.196697,29.13126169,3.0540485,-0.109840907,0.303983333,88
3.600090182,0.020640861,0,0.004109759,31.196697,29.13228945,3.0640497,-0.111500091,0.319555,88
3.600222818,0.02169946,0,0.004208401,31.196697,29.13327088,3.0741158,-0.113159275,0.335638333,88
3.599329818,0.022824166,0,0.004309133,31.202925,29.13412235,3.084259,-0.114601508,0.352838333,88
3.600594818,0.024035791,0,0.004412224,31.202925,29.13476032,3.094326,-0.115797762,0.370758333,88
3.600158727,0.025237,0,0.004517828,31.202925,29.13513592,3.1043301,-0.116748038,0.389358333,88
3.600207273,0.026513113,0,0.004625782,31.16256,29.13529297,3.1143541,-0.117452335,0.408413333,88
3.600338182,0.027858604,0,0.004735873,31.16256,29.13529057,3.1243782,-0.11821208,0.42876,88
3.600091091,0.029223517,0,0.004847888,31.150398,29.13518783,3.1344519,-0.11942135,0.44987,88
3.600332091,0.030715372,0,0.004961614,31.150398,29.13504387,3.1445436,-0.121113782,0.472041667,88
3.599979182,0.032209504,0,0.005076838,31.099905,29.13491778,3.1545563,-0.123501718,0.495351667,88
3.599924636,0.033834886,0,0.005193351,31.099905,29.13486723,3.1646194,-0.126585157,0.519548333,88
3.600783818,0.035494711,0,0.005311096,31.099905,29.13490298,3.1746883,-0.130364099,0.545175,88
3.600783818,0.035494711,0,0.005430195,31.046385,29.13498006,3.1746883,-0.134838545,0.545176667,88
3.599922909,0.037218746,0,0.005550783,31.046385,29.13505019,3.1847029,-0.138579744,0.571243333,88
3.600482091,0.039080009,0,0.005672994,31.047825,29.13506514,3.1947823,-0.141076165,0.599338333,88
3.601286636,0.041041639,0,0.005796959,31.047825,29.13497664,3.2048197,-0.142026381,0.628658333,88
3.601286636,0.041041639,0,0.005922814,31.029556,29.13473644,3.2048197,-0.141036315,0.62866,88
3.600116182,0.043074213,0,0.006050675,31.029556,29.13430994,3.21492,-0.138105966,0.659423333,88
3.600740455,0.045219105,0,0.006180509,31.029556,29.13378691,3.2250595,-0.133235336,0.692073333,88
3.600740455,0.045219105,0,0.006312203,31.019619,29.1333236,3.2250595,-0.126501155,0.692075,88
3.599110545,0.047450699,0,0.006445643,31.011616,29.13307686,3.2350969,-0.119071471,0.726198333,88
3.599780727,0.049843591,0,0.006580714,31.011616,29.13320357,3.2452278,-0.110946283,0.76198,88
3.599958455,0.052311964,0,0.006717303,31.011616,29.13386061,3.2552433,-0.103554342,0.799301667,88
3.599958455,0.052311964,0,0.006855295,31.052317,29.13520481,3.2552433,-0.097407181,0.799303333,88
3.600672818,0.054868385,0,0.00699466,31.052317,29.1373127,3.2652559,-0.092504797,0.838436667,88
3.600672818,0.054868385,0,0.007135642,31.000723,29.13999343,3.2652559,-0.088847193,0.838438333,88
3.599905545,0.05766578,0,0.007278543,31.011942,29.14300064,3.2753716,-0.087209574,0.88035,88
3.599949727,0.06055766,0,0.007423666,31.011942,29.14608798,3.2854128,-0.08874746,0.924236667,88
3.599949727,0.06055766,0,0.007571312,30.953594,29.1490091,3.2854128,-0.093384118,0.924238333,88
3.598520091,0.063604333,0,0.007721784,30.953594,29.15151762,3.2954159,-0.099951502,0.97071,88
3.598520091,0.063604333,0,0.007875378,30.903923,29.15337126,3.2954159,-0.108449612,0.970711667,88
3.600135273,0.066797949,0,0.008032152,30.903923,29.15448387,3.3054495,-0.118878448,1.019618333,88
3.600135273,0.066797949,0,0.008191861,30.91803,29.15497138,3.3054495,-0.13123801,1.01962,88
3.600136182,0.070517927,0,0.008354238,30.91803,29.15496317,3.3154726,-0.143238444,1.075338333,88
3.600136182,0.070517927,0,0.008519017,30.91416,29.1545886,3.3154726,-0.153933872,1.07534,88
3.599567455,0.074980587,0,0.00868593,30.897985,29.15397701,3.3255339,-0.162549087,1.142725,88
3.600138727,0.08047457,0,0.008854711,30.926195,29.15325777,3.3348999,-0.167928571,1.226165,88
3.599780727,0.085991256,0,0.009025125,30.844446,29.15255679,3.3419256,-0.170072322,1.309566667,88
3.598848727,0.091484293,0,0.009197247,30.844446,29.15196537,3.3470955,-0.168980342,1.392981667,88
3.598848727,0.091484293,0,0.009371332,30.901199,29.15155476,3.3470955,-0.16467556,1.392983333,88
3.599688818,0.09701395,0,0.00954764,30.847496,29.151396,3.3514309,-0.158588534,1.476436667,88
3.599955818,0.10250584,0,0.009726427,30.847496,29.15156011,3.3550472,-0.150719265,1.559813333,88
3.599955818,0.10250584,0,0.009907951,30.826332,29.15211812,3.3550472,-0.143357606,1.559815,88
3.600069364,0.1079381,0,0.010092471,30.865604,29.15314107,3.3585682,-0.137449436,1.643168333,88
3.600438727,0.11351375,0,0.010280199,30.863668,29.15467233,3.3617563,-0.132994755,1.726643333,88
3.599683545,0.11900631,0,0.010471174,30.857407,29.15664987,3.3648739,-0.129993562,1.810031667,88
3.599945455,0.12451866,0,0.010665392,30.884666,29.15898648,3.3680258,-0.128475616,1.893501667,88
3.599925455,0.12997009,0,0.010862852,30.884666,29.16159499,3.3711271,-0.128501978,1.97697,88
3.599925455,0.12997009,0,0.01106355,30.863342,29.16438819,3.3711271,-0.130049718,1.976971667,88
3.600198545,0.13553755,0,0.011267485,30.863342,29.1672789,3.3741493,-0.131688277,2.060411667,88
3.600198545,0.13553755,0,0.011474653,30.951193,29.17018018,3.3741493,-0.133417656,2.060413333,88
3.600382364,0.14105876,0,0.011685095,30.951193,29.17302164,3.3771572,-0.135237854,2.143786667,88
3.600382364,0.14105876,0,0.011898914,30.90793,29.17575888,3.3771572,-0.137148872,2.143788333,88
3.601585727,0.14651945,0,0.01211622,30.944141,29.17834978,3.3800087,-0.139078688,2.227231667,88
3.599941909,0.15206361,0,0.012337122,30.944141,29.18075223,3.3828888,-0.140987155,2.310645,88
3.599941909,0.15206361,0,0.012561729,30.955198,29.18292411,3.3828888,-0.142844517,2.310646667,88
3.600058091,0.15754771,0,0.012790153,30.93083,29.18482331,3.3857613,-0.144589712,2.3941,88
3.600046,0.16307247,0,0.013022489,30.93083,29.18641184,3.3884792,-0.146222739,2.477528333,88
3.600046,0.16307247,0,0.013258667,30.954247,29.18770417,3.3884792,-0.1477436,2.47753,88
3.600197727,0.16856922,0,0.013498502,30.954247,29.18875094,3.3911905,-0.149152293,2.560931667,88
3.600197727,0.16856922,0,0.013741808,30.976521,29.18960349,3.3911905,-0.150671046,2.560933333,88
3.599850091,0.17409325,0,0.013988399,30.976521,29.19031315,3.3938446,-0.152307369,2.644346667,88
3.599850091,0.17409325,0,0.014238086,31.033096,29.19093128,3.3938446,-0.154133283,2.644348333,88
3.600118818,0.17958698,0,0.014490684,31.001675,29.1915092,3.3964348,-0.156188933,2.72779,88
3.599397455,0.18508196,0,0.014746124,31.001675,29.19209646,3.3988075,-0.15847432,2.811163333,88
3.599397455,0.18508196,0,0.015004868,31.055037,29.19273461,3.3988075,-0.160989444,2.811165,88
3.599890818,0.19054076,0,0.015267522,31.055037,29.19346303,3.4013586,-0.16380935,2.894631667,88
3.599890818,0.19054076,0,0.015534692,31.048969,29.19432109,3.4013586,-0.167170244,2.894633333,88
3.600182091,0.1961095,0,0.015806985,31.152172,29.19534815,3.4036694,-0.171072125,2.978048333,88
3.600079818,0.20162448,0,0.016085005,31.132925,29.19658358,3.406045,-0.175292767,3.06149,88
3.599887364,0.20712015,0,0.016369359,31.132925,29.19806632,3.4083061,-0.179824661,3.144838333,88
3.599887364,0.20712015,0,0.016660451,31.09334,29.19977922,3.4083061,-0.184667806,3.14484,88
3.599960182,0.21257709,0,0.016958285,31.117542,29.20159351,3.4103813,-0.189822202,3.228281667,88
3.599863909,0.21812835,0,0.017262821,31.112425,29.20336717,3.4124727,-0.195055177,3.311663333,88
3.601421,0.22362481,0,0.017574017,31.169939,29.20495822,3.4143419,-0.200160531,3.395151667,88
3.599752091,0.22912385,0,0.017891832,31.160954,29.20622466,3.4165115,-0.205063219,3.478633333,88
3.599892545,0.2346682,0,0.018216224,31.173153,29.20702449,3.4180574,-0.209527036,3.562116667,88
3.600008727,0.24011979,0,0.018547152,31.214464,29.20722642,3.4197693,-0.213551982,3.645596667,88
3.600139636,0.24565777,0,0.018884616,31.214464,29.20691382,3.4213638,-0.217138056,3.728986667,88
3.600139636,0.24565777,0,0.019228646,31.173941,29.20636844,3.4213638,-0.220285259,3.728988333,88
3.600423091,0.25112337,0,0.019579274,31.283993,29.20587951,3.4227428,-0.223437286,3.812335,88
3.599720909,0.2566604,0,0.019936535,31.222328,29.20573625,3.4240704,-0.226676944,3.895698333,88
3.600057273,0.26216841,0,0.02030046,31.222328,29.20622786,3.4254379,-0.230236906,3.979111667,88
3.600057273,0.26216841,0,0.020671082,31.246529,29.20764357,3.4254379,-0.234323371,3.979113333,88
3.599935,0.26767892,0,0.021048547,31.246529,29.21021339,3.4266434,-0.238936339,4.062486667,88
3.599935,0.26767892,0,0.02143372,31.256588,29.21378516,3.4266434,-0.244075809,4.062488333,88
3.600160455,0.27318883,0,0.021827756,31.251476,29.21805492,3.4278746,-0.249763862,4.14589,88
3.600237545,0.27869689,0,0.022231809,31.279665,29.22271833,3.4290142,-0.256138306,4.229375,88
3.599605545,0.28418639,0,0.022647034,31.279665,29.22747105,3.4301653,-0.263199142,4.31272,88
3.599605545,0.28418639,0,0.023074585,31.228102,29.23200874,3.4301653,-0.270502672,4.312721667,88
3.599746909,0.28970751,0,0.023515615,31.228102,29.23602725,3.431179,-0.277966091,4.396175,88
3.599746909,0.28970751,0,0.023971048,31.314907,29.23932552,3.431179,-0.285589399,4.396176667,88
3.599927182,0.29520944,0,0.024441189,31.314907,29.24197668,3.4322166,-0.293372595,4.479618333,88
3.599927182,0.29520944,0,0.024926245,31.351421,29.24409898,3.4322166,-0.301478561,4.47962,88
3.600051182,0.30071533,0,0.02542642,31.351421,29.24581067,3.4331617,-0.310117987,4.563088333,88
3.600051182,0.30071533,0,0.02594192,31.33926,29.24722999,3.4331617,-0.319268793,4.56309,88
3.599978364,0.30620512,0,0.02647295,31.352398,29.24847519,3.4342985,-0.32879317,4.646451667,88
3.599784182,0.31171221,0,0.027019733,31.431194,29.2496624,3.4353189,-0.338691121,4.729933333,88
3.601508545,0.31720364,0,0.027583065,31.408909,29.25084118,3.4360981,-0.348962643,4.813346667,88
3.600059818,0.32272831,0,0.028164422,31.454227,29.25198238,3.4373064,-0.359607737,4.896816667,88
3.600104909,0.32820725,0,0.028765317,31.454227,29.25305228,3.4381084,-0.371208692,4.98023,88
3.600104909,0.32820725,0,0.029387263,31.443184,29.25401719,3.4381084,-0.384023915,4.980231667,88
3.600094545,0.33374873,0,0.030031774,31.443184,29.2548434,3.4391956,-0.397890525,5.063605,88
3.600094545,0.33374873,0,0.030700364,31.439186,29.25549722,3.4391956,-0.412597831,5.063606667,88
3.599022909,0.33926111,0,0.03139469,31.478605,29.2559662,3.4402447,-0.428145834,5.146986667,88
3.600137909,0.34474537,0,0.032117947,31.499741,29.25646317,3.4410572,-0.444534534,5.230368333,88
3.599645455,0.35022175,0,0.032874252,31.524841,29.2573365,3.4420252,-0.461803389,5.313745,88
3.600081545,0.35572702,0,0.033667736,31.51956,29.25893643,3.4430475,-0.481782688,5.397228333,88
3.600121455,0.36129189,0,0.034502529,31.559113,29.26161321,3.4439211,-0.504472432,5.480675,88
3.599789364,0.36677465,0,0.035382762,31.559113,29.26571706,3.4448204,-0.529290332,5.56409,88
3.599789364,0.36677465,0,0.036312565,31.605536,29.27159822,3.4448204,-0.555977981,5.564091667,88
3.598317273,0.3722913,0,0.037295342,31.605536,29.27932624,3.445549,-0.584535377,5.647503333,88
3.598317273,0.3722913,0,0.038331774,31.595276,29.28791672,3.445549,-0.615794938,5.647505,88
3.599633273,0.37780157,0,0.039421901,31.631639,29.29613798,3.4465876,-0.650620148,5.73093,88
3.599949727,0.38330293,0,0.040565762,31.651817,29.30275829,3.4474916,-0.689011009,5.814278333,88
3.600096273,0.38875645,0,0.041763399,31.651817,29.30654597,3.4484787,-0.730928059,5.897641667,88
3.600096273,0.38875645,0,0.043015373,31.692923,29.30638878,3.4484787,-0.776375415,5.897643333,88
3.600234091,0.39430463,0,0.044334767,31.686831,29.30404408,3.4493246,-0.831334607,5.981048333,88
3.600091909,0.39980987,0,0.045747491,31.733242,29.30420824,3.4501896,-0.895805635,6.064431667,88
3.599901182,0.40529177,0,0.047280035,31.675629,29.31171098,3.450963,-0.969252905,6.147815,88
3.600440455,0.41077602,0,0.048958798,31.729084,29.33135111,3.4519825,-1.048795833,6.231235,88
3.600090182,0.41632685,0,0.050797053,31.729084,29.36355328,3.4526329,-1.133602002,6.314613333,88
3.600090182,0.41632685,0,0.052781491,31.731009,29.39988113,3.4526329,-1.234555918,6.314615,88
3.600255818,0.42180204,0,0.054895662,31.731009,29.43083702,3.4534416,-1.361141373,6.39811,88
3.600255818,0.42180204,0,0.057152871,31.746042,29.45080667,3.4534416,-1.508382293,6.398111667,88
3.600089364,0.42728263,0,0.059641445,31.727797,29.46396713,3.4543047,-1.671457849,6.481495,88
3.600788091,0.43283597,0,0.06245773,31.727797,29.47587735,3.4551487,-1.840229142,6.564858333,88
3.600788091,0.43283597,0,0.065632481,31.784456,29.48960758,3.4551487,-2.019689213,6.56486,88
3.599648909,0.43833345,0,0.069136911,31.776299,29.50608713,3.4559574,-2.215525188,6.648213333,88
3.600786364,0.44383952,0,0.072906739,31.784292,29.52650341,3.4567327,-2.427757726,6.731616667,88
3.600295636,0.44931689,0,0.076889611,31.784292,29.55192306,3.4575224,-2.706582252,6.815076667,88
3.600295636,0.44931689,0,0.081176743,31.809603,29.58207964,3.4575224,-3.0025381,6.815078333,88
3.600062455,0.45484495,0,0.085888504,31.809603,29.61887419,3.4582548,-3.309157941,6.898505,88
3.600062455,0.45484495,0,0.091147491,31.863657,29.66411644,3.4582548,-3.573276551,6.898506667,88
3.599949727,0.46031991,0,0.097066983,31.876589,29.71337326,3.4591713,-3.896123375,6.981853333,88
3.600143091,0.46583977,0,0.103581599,31.876589,29.76595411,3.4598789,-4.219582457,7.065228333,88
3.600143091,0.46583977,0,0.110519603,31.855305,29.82081281,3.4598789,-4.484444423,7.06523,88
3.600057273,0.47130543,0,0.117817217,31.897871,29.87325373,3.4605751,-4.797578158,7.148653333,88
3.600046818,0.47686613,0,0.125573929,31.914995,29.91900664,3.4613714,-5.078730822,7.232061667,88
3.600035545,0.48224032,0,0.133609816,31.933062,29.97470584,3.4620857,-5.366984235,7.315463333,88
3.600040818,0.48784879,0,0.141796592,31.933062,30.03938463,3.4628468,-5.546720185,7.398873333,88
3.600040818,0.48784879,0,0.150441267,31.962198,30.1040028,3.4628468,-5.783348993,7.398875,88
3.599588182,0.49336588,0,0.159653617,31.939936,30.16609076,3.4635324,-5.961510915,7.482308333,88
3.600293091,0.4988783,0,0.169223471,31.947142,30.23719918,3.4644356,-6.137636117,7.565753333,88
3.600877455,0.50438887,0,0.178786878,32.021679,30.31040598,3.4651089,-6.245181814,7.649166667,88
3.600097091,0.50987607,0,0.188431883,32.021679,30.37009837,3.4660931,-6.374629492,7.732523333,88
3.600097091,0.50987607,0,0.198090583,32.029861,30.43466662,3.4660931,-6.440764272,7.732525,88
3.600273091,0.51535374,0,0.207793644,31.986322,30.50304169,3.4666443,-6.486261107,7.815926667,88
3.599818,0.52085155,0,0.217530033,31.986322,30.56435899,3.4672756,-6.514623738,7.899291667,88
3.599818,0.52085155,0,0.227286438,32.024719,30.61161246,3.4672756,-6.553347146,7.899293333,88
3.600082364,0.5264132,0,0.236979589,32.024719,30.66470607,3.4679909,-6.535228013,7.982638333,88
3.600082364,0.5264132,0,0.246646855,32.065044,30.71646783,3.4679909,-6.504207844,7.98264,88
3.600072,0.53188229,0,0.256521098,32.065044,30.76922295,3.468811,-6.452489381,8.066121667,88
3.600072,0.53188229,0,0.266382782,32.039608,30.83013234,3.468811,-6.375372175,8.066123333,88
3.599640273,0.53732312,0,0.275899155,32.057674,30.88640094,3.4694386,-6.374470164,8.14956,88
3.599980091,0.54293716,0,0.285143456,32.138447,30.93553289,3.4702187,-6.312734074,8.232953333,88
3.599911636,0.54843533,0,0.294369705,32.138447,30.98598765,3.4710932,-6.292570178,8.316325,88
3.599911636,0.54843533,0,0.303558762,32.149307,31.02448002,3.4710932,-6.170495394,8.316326667,88
3.599752909,0.55391729,0,0.312771026,32.111702,31.05578792,3.4716873,-6.067996525,8.399701667,88
3.599511091,0.55940199,0,0.321963039,32.100674,31.09677429,3.472599,-5.998060285,8.483128333,88
3.599472091,0.56479615,0,0.330992767,32.100674,31.14443005,3.4733381,-5.946453945,8.566471667,88
3.599472091,0.56479615,0,0.339762148,32.129929,31.18731122,3.4733381,-5.795283683,8.566473333,88
3.600535,0.57039869,0,0.34835607,32.129929,31.21862055,3.4741364,-5.7646326,8.649868333,88
3.600535,0.57039869,0,0.357042857,32.15696,31.24151957,3.4741364,-5.632070744,8.64987,88
3.600231545,0.57596052,0,0.365499587,32.15696,31.26563242,3.4748478,-5.573833136,8.733258333,88
3.600231545,0.57596052,0,0.373623672,32.167038,31.29566368,3.4748478,-5.484512281,8.73326,88
3.599925455,0.58145297,0,0.381625748,32.160786,31.32348365,3.4755926,-5.408165366,8.81674,88
3.600017364,0.58696502,0,0.389561882,32.174072,31.34666721,3.4763002,-5.365411584,8.900098333,88
3.600260091,0.59244758,0,0.397524295,32.205086,31.36570584,3.477149,-5.268158873,8.98344,88
3.599864818,0.59789997,0,0.405454675,32.175995,31.38254509,3.4779215,-5.217465042,9.06684,88
3.600051182,0.60345757,0,0.41324522,32.175995,31.40513669,3.4788342,-5.1618582,9.150248333,88
3.600051182,0.60345757,0,0.420913425,32.245361,31.42947106,3.4788342,-5.116493151,9.15025,88
3.599893364,0.60897052,0,0.428541912,32.245361,31.45716889,3.4795275,-5.033057101,9.233603333,88
3.599893364,0.60897052,0,0.435991475,32.222984,31.48740845,3.4795275,-4.938767866,9.233605,88
3.598964909,0.61448205,0,0.443239822,32.218994,31.51378305,3.4802542,-4.87891571,9.317036667,88
3.599912455,0.61993968,0,0.450429632,32.245361,31.53723421,3.4811907,-4.85586325,9.400466667,88
3.599624636,0.62545371,0,0.457409458,32.245361,31.55576144,3.4820442,-4.810814606,9.48389,88
3.599624636,0.62545371,0,0.464299412,32.271439,31.5680132,3.4820442,-4.769395865,9.483891667,88
3.599995727,0.63096374,0,0.47136025,32.303555,31.58255247,3.482832,-4.703208952,9.567266667,88
3.599765909,0.63642788,0,0.47853725,32.303555,31.6102573,3.4834967,-4.673977691,9.650641667,88
3.599765909,0.63642788,0,0.485624058,32.262146,31.64638411,3.4834967,-4.577069018,9.650643333,88
3.599974909,0.64197457,0,0.492590312,32.283249,31.69252933,3.484395,-4.62605826,9.734051667,88
3.599989636,0.64744574,0,0.499351659,32.283249,31.73487506,3.4852896,-4.582348994,9.817403333,88
3.599989636,0.64744574,0,0.505928785,32.340786,31.75527765,3.4852896,-4.553267961,9.817405,88
3.600143091,0.65293783,0,0.512526841,32.340786,31.75762023,3.486083,-4.465891524,9.90091,88
3.600143091,0.65293783,0,0.519233607,32.382973,31.76414352,3.486083,-4.497625651,9.900911667,88
3.599997455,0.6585179,0,0.52590763,32.33041,31.77787911,3.4869022,-4.418728605,9.98425,88
3.599922,0.66401136,0,0.532510176,32.375813,31.79640353,3.4878855,-4.434594143,10.06762167,88
3.599829273,0.66948807,0,0.539069709,32.332314,31.81529999,3.488656,-4.437921088,10.151065,88
3.600099727,0.67498827,0,0.545705376,32.332314,31.8250427,3.4896173,-4.43498684,10.23448167,88
